locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDJNIECG_03434	CDS	321	sugE_2			Quaternary ammonium compound-resistance protein SugE
DDJNIECG_03435	CDS	513				hypothetical protein
DDJNIECG_03436	CDS	1344	yvdP_2	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
DDJNIECG_03437	CDS	963	cotR	3.1.1.-	COG3621	Putative sporulation hydrolase CotR
DDJNIECG_03438	tRNA	81				tRNA-Arg(ccg)
DDJNIECG_03439	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DDJNIECG_03440	CDS	681	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
DDJNIECG_03441	CDS	1686	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
DDJNIECG_03442	CDS	2274	malP_2	2.4.1.8		Maltose phosphorylase
DDJNIECG_03443	CDS	891				hypothetical protein
DDJNIECG_03444	CDS	837	malG_2		COG3833	Maltose transport system permease protein MalG
DDJNIECG_03445	CDS	1308				hypothetical protein
DDJNIECG_03446	CDS	1254	mdxE		COG2182	Maltodextrin-binding protein MdxE
DDJNIECG_03447	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
DDJNIECG_03448	CDS	951	purR_2		COG1609	HTH-type transcriptional repressor PurR
DDJNIECG_03449	CDS	576	yvdD		COG1611	LOG family protein YvdD
DDJNIECG_03450	CDS	321				hypothetical protein
DDJNIECG_03451	CDS	1593	dauA		COG0659	C4-dicarboxylic acid transporter DauA
DDJNIECG_03452	CDS	585				hypothetical protein
DDJNIECG_03453	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
DDJNIECG_03454	CDS	1941	yxdM_1			ABC transporter permease protein YxdM
DDJNIECG_03455	CDS	780	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
DDJNIECG_03456	CDS	1071	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
DDJNIECG_03457	CDS	714	graR_2		COG0745	Response regulator protein GraR
DDJNIECG_03458	CDS	210				hypothetical protein
DDJNIECG_03459	CDS	756	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
DDJNIECG_03460	CDS	258	crh		COG1925	HPr-like protein Crh
DDJNIECG_03461	CDS	951	whiA		COG1481	Sporulation transcription regulator WhiA
DDJNIECG_03462	CDS	996			COG0391	Gluconeogenesis factor
DDJNIECG_03463	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
DDJNIECG_03464	CDS	477	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
DDJNIECG_03465	CDS	951	trxB	1.8.1.9	COG0492	Thioredoxin reductase
DDJNIECG_03466	CDS	1422	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
DDJNIECG_03467	CDS	1455				hypothetical protein
DDJNIECG_03468	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
DDJNIECG_03469	CDS	360				hypothetical protein
DDJNIECG_03470	CDS	1911				hypothetical protein
DDJNIECG_03471	CDS	726	yvcA			Putative lipoprotein YvcA
DDJNIECG_03472	CDS	630	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
DDJNIECG_03473	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
DDJNIECG_03474	CDS	738	priA_2	5.3.1.16	COG0106	Phosphoribosyl isomerase A
DDJNIECG_03475	CDS	639	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
DDJNIECG_03476	CDS	585	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
DDJNIECG_03477	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
DDJNIECG_03478	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
DDJNIECG_03479	CDS	1176	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
DDJNIECG_03480	CDS	753				hypothetical protein
DDJNIECG_03481	CDS	666	pelC	4.2.2.2		Pectate lyase C
DDJNIECG_03482	CDS	519	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DDJNIECG_03483	CDS	651	ppaX_2	3.6.1.1	COG0546	Pyrophosphatase PpaX
DDJNIECG_03484	CDS	939				hypothetical protein
DDJNIECG_03485	CDS	810	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
DDJNIECG_03486	CDS	933	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
DDJNIECG_03487	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
DDJNIECG_03488	CDS	729	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
DDJNIECG_03489	CDS	732	yvoA_2		COG2188	HTH-type transcriptional repressor YvoA
DDJNIECG_03490	CDS	3870	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DDJNIECG_03491	CDS	474				hypothetical protein
DDJNIECG_03492	CDS	1218	cypX	1.14.15.13	COG2124	Pulcherriminic acid synthase
DDJNIECG_03493	CDS	747	yvmC	2.3.2.22		Cyclo(L-leucyl-L-leucyl) synthase
DDJNIECG_03494	CDS	510				hypothetical protein
DDJNIECG_03495	CDS	1212	ymfD_3			Bacillibactin exporter
DDJNIECG_03496	CDS	360				hypothetical protein
DDJNIECG_03497	CDS	198				hypothetical protein
DDJNIECG_03498	CDS	1098				hypothetical protein
DDJNIECG_03499	CDS	327				hypothetical protein
DDJNIECG_03500	CDS	231				hypothetical protein
DDJNIECG_03501	CDS	483	yvzB		COG1344	Putative flagellin YvzB
DDJNIECG_03502	CDS	2874	uvrA			UvrABC system protein A
DDJNIECG_03503	CDS	1986	uvrB		COG0556	UvrABC system protein B
DDJNIECG_03504	CDS	231	csbA		COG4897	Protein CsbA
DDJNIECG_03505	CDS	2496				hypothetical protein
DDJNIECG_03506	CDS	570	bm3R1_2			HTH-type transcriptional repressor Bm3R1
DDJNIECG_03507	CDS	1335	ribZ_1			Riboflavin transporter RibZ
DDJNIECG_03508	CDS	1194	minJ		COG0265	Cell division topological determinant MinJ
DDJNIECG_03509	CDS	339				hypothetical protein
DDJNIECG_03510	CDS	1443	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
DDJNIECG_03511	CDS	900	ftsX		COG2177	Cell division protein FtsX
DDJNIECG_03512	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
DDJNIECG_03513	CDS	339	cccB		COG2010	Cytochrome c-551
DDJNIECG_03514	CDS	846				hypothetical protein
DDJNIECG_03515	CDS	984	prfB			Peptide chain release factor 2
DDJNIECG_03516	CDS	2526	secA		COG0653	Protein translocase subunit SecA
DDJNIECG_03517	CDS	570	yvyD		COG1544	Ribosome hibernation promotion factor
DDJNIECG_03518	CDS	378				hypothetical protein
DDJNIECG_03519	CDS	342	fliT			Flagellar protein FliT
DDJNIECG_03520	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
DDJNIECG_03521	CDS	1497	fliD		COG1345	Flagellar hook-associated protein 2
DDJNIECG_03522	CDS	330	yvyC		COG1334	putative protein YvyC
DDJNIECG_03523	CDS	915	hag		COG1344	Flagellin
DDJNIECG_03524	CDS	225	csrA		COG1551	Translational regulator CsrA
DDJNIECG_03525	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
DDJNIECG_03526	CDS	576	yviE			putative protein YviE
DDJNIECG_03527	CDS	897	flaB3		COG1344	Flagellin FlaB3
DDJNIECG_03528	CDS	1524				hypothetical protein
DDJNIECG_03529	CDS	483	yvyG			putative protein YvyG
DDJNIECG_03530	CDS	267				hypothetical protein
DDJNIECG_03531	CDS	420				hypothetical protein
DDJNIECG_03532	CDS	723				hypothetical protein
DDJNIECG_03533	CDS	297	comFB			ComF operon protein 2
DDJNIECG_03534	CDS	1392	comFA	3.6.4.12	COG4098	ComF operon protein 1
DDJNIECG_03535	CDS	846	degV		COG1307	Protein DegV
DDJNIECG_03536	CDS	690	degU_3		COG2197	Transcriptional regulatory protein DegU
DDJNIECG_03537	CDS	1158	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
DDJNIECG_03538	CDS	654	yigZ		COG1739	IMPACT family member YigZ
DDJNIECG_03539	CDS	1176	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
DDJNIECG_03540	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
DDJNIECG_03541	CDS	1200	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
DDJNIECG_03542	CDS	759	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
DDJNIECG_03543	CDS	681	tuaF			Teichuronic acid biosynthesis protein TuaF
DDJNIECG_03544	CDS	1467	tuaE			Teichuronic acid biosynthesis protein TuaE
DDJNIECG_03545	CDS	1386	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
DDJNIECG_03546	CDS	1170	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
DDJNIECG_03547	CDS	1452	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
DDJNIECG_03548	CDS	660				hypothetical protein
DDJNIECG_03549	CDS	1491	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
DDJNIECG_03550	CDS	2118	lytB		COG2247	Amidase enhancer
DDJNIECG_03551	CDS	309	lytA			Membrane-bound protein LytA
DDJNIECG_03552	CDS	921	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
DDJNIECG_03553	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
DDJNIECG_03554	CDS	879	gtaB_3	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DDJNIECG_03555	CDS	2703				hypothetical protein
DDJNIECG_03556	CDS	1341				hypothetical protein
DDJNIECG_03557	CDS	102				hypothetical protein
DDJNIECG_03558	CDS	597	gtaB_4	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DDJNIECG_03559	CDS	1584	tagH	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
DDJNIECG_03560	CDS	828	tagG		COG1682	Teichoic acid translocation permease protein TagG
DDJNIECG_03561	CDS	2241	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
DDJNIECG_03562	CDS	2022	tagE	2.4.1.52	COG0438	Poly(glycerol-phosphate) alpha-glucosyltransferase
DDJNIECG_03563	CDS	390	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
DDJNIECG_03564	CDS	771	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
DDJNIECG_03565	CDS	1146	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
DDJNIECG_03566	CDS	1329				hypothetical protein
DDJNIECG_03567	CDS	2643	lytD	3.2.1.96	COG4193	Beta-N-acetylglucosaminidase
DDJNIECG_03568	CDS	951	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
DDJNIECG_03569	CDS	1452	gerBA_3			Spore germination protein B1
DDJNIECG_03570	CDS	1113	gerBB			Spore germination protein B2
DDJNIECG_03571	CDS	1125	gerBC_4			Spore germination protein B3
DDJNIECG_03572	CDS	1374	csbC_1			putative metabolite transport protein CsbC
DDJNIECG_03573	CDS	969	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
DDJNIECG_03574	CDS	861	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
DDJNIECG_03575	CDS	1362	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
DDJNIECG_03576	CDS	168				hypothetical protein
DDJNIECG_03577	CDS	1143	capA			Capsule biosynthesis protein CapA
DDJNIECG_03578	CDS	450	capC			Capsule biosynthesis protein CapC
DDJNIECG_03579	CDS	1182	capB			Capsule biosynthesis protein CapB
DDJNIECG_03580	CDS	981	ccpA_2		COG1609	Catabolite control protein A
DDJNIECG_03581	CDS	882	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
DDJNIECG_03582	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
DDJNIECG_03583	CDS	1482	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
DDJNIECG_03584	CDS	969	rbsC		COG1172	Ribose import permease protein RbsC
DDJNIECG_03585	CDS	918	rbsB		COG1879	Ribose import binding protein RbsB
DDJNIECG_03586	CDS	537	ywsB			Cell wall-binding protein YwsB
DDJNIECG_03587	CDS	297				hypothetical protein
DDJNIECG_03588	CDS	528	ywrO_3	1.6.99.-	COG2249	General stress protein 14
DDJNIECG_03589	CDS	768	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
DDJNIECG_03590	CDS	1716	alsS	2.2.1.6	COG0028	Acetolactate synthase
DDJNIECG_03591	CDS	909	hcaR			Hca operon transcriptional activator HcaR
DDJNIECG_03592	CDS	1215	arsB_2		COG1055	Arsenical pump membrane protein
DDJNIECG_03593	CDS	678				hypothetical protein
DDJNIECG_03594	CDS	1143				hypothetical protein
DDJNIECG_03595	CDS	1089	cotH_2		COG5337	Inner spore coat protein H
DDJNIECG_03596	CDS	588	cotG			Spore coat protein G
DDJNIECG_03597	CDS	618				hypothetical protein
DDJNIECG_03598	CDS	336				hypothetical protein
DDJNIECG_03599	CDS	1578	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
DDJNIECG_03600	CDS	477				hypothetical protein
DDJNIECG_03601	CDS	594				hypothetical protein
DDJNIECG_03602	CDS	537	chrA			Chromate transport protein
DDJNIECG_03603	CDS	222				hypothetical protein
DDJNIECG_03604	CDS	546	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
DDJNIECG_03605	CDS	882	gltR_4		COG0583	HTH-type transcriptional regulator GltR
DDJNIECG_03606	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
DDJNIECG_03607	CDS	465	ywqK			Putative antitoxin YwqK
DDJNIECG_03608	CDS	1809	ywqJ	3.1.-.-	COG5444	Putative ribonuclease YwqJ
DDJNIECG_03609	CDS	261				hypothetical protein
DDJNIECG_03610	CDS	423				hypothetical protein
DDJNIECG_03611	CDS	786	ywqG		COG3878	putative protein YwqG
DDJNIECG_03612	CDS	1323	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
DDJNIECG_03613	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
DDJNIECG_03614	CDS	684	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
DDJNIECG_03615	CDS	747	ywqC_2		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
DDJNIECG_03616	CDS	144				hypothetical protein
DDJNIECG_03617	CDS	1611				hypothetical protein
DDJNIECG_03618	CDS	2769	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
DDJNIECG_03619	CDS	858	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
DDJNIECG_03620	CDS	777	glcR		COG1349	HTH-type transcriptional repressor GlcR
DDJNIECG_03621	CDS	342	ssbB		COG0629	Single-stranded DNA-binding protein B
DDJNIECG_03622	CDS	384	ywpG			putative protein YwpG
DDJNIECG_03623	CDS	411				hypothetical protein
DDJNIECG_03624	CDS	309				hypothetical protein
DDJNIECG_03625	CDS	870				hypothetical protein
DDJNIECG_03626	CDS	393	mscL		COG1970	Large-conductance mechanosensitive channel
DDJNIECG_03627	CDS	471	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DDJNIECG_03628	CDS	1065	rapF_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
DDJNIECG_03629	CDS	810	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
DDJNIECG_03630	CDS	813	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
DDJNIECG_03631	CDS	1002	mbl		COG1077	MreB-like protein
DDJNIECG_03632	CDS	282	spoIIID			Stage III sporulation protein D
DDJNIECG_03633	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
DDJNIECG_03634	CDS	1191	pbuE_4		COG2814	Purine efflux pump PbuE
DDJNIECG_03635	CDS	1407				hypothetical protein
DDJNIECG_03636	CDS	1473	pucI		COG1953	putative allantoin permease
DDJNIECG_03637	CDS	1362	ribZ_2			Riboflavin transporter RibZ
DDJNIECG_03638	CDS	570	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
DDJNIECG_03639	CDS	462				hypothetical protein
DDJNIECG_03640	CDS	1215	nrgA			Ammonium transporter
DDJNIECG_03641	CDS	351	nrgB		COG0347	Nitrogen regulatory PII-like protein
DDJNIECG_03642	CDS	582	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
DDJNIECG_03643	CDS	423	ywnJ			putative membrane protein YwnJ
DDJNIECG_03644	CDS	852	spoIIQ		COG0739	Stage II sporulation protein Q
DDJNIECG_03645	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
DDJNIECG_03646	CDS	519				hypothetical protein
DDJNIECG_03647	CDS	435				hypothetical protein
DDJNIECG_03648	CDS	1491	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
DDJNIECG_03649	CDS	774	mta		COG0789	HTH-type transcriptional activator mta
DDJNIECG_03650	CDS	384				hypothetical protein
DDJNIECG_03651	CDS	642				hypothetical protein
DDJNIECG_03652	CDS	402	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
DDJNIECG_03653	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
DDJNIECG_03654	CDS	375	ureB	3.5.1.5	COG0832	Urease subunit beta
DDJNIECG_03655	CDS	318	ureA	3.5.1.5	COG0831	Urease subunit gamma
DDJNIECG_03656	CDS	165				hypothetical protein
DDJNIECG_03657	CDS	189	csbD		COG3237	Stress response protein CsbD
DDJNIECG_03658	CDS	639				hypothetical protein
DDJNIECG_03659	CDS	1134	rapA_5	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
DDJNIECG_03660	CDS	1026	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
DDJNIECG_03661	CDS	789	fdhD		COG1526	Sulfur carrier protein FdhD
DDJNIECG_03662	CDS	162				hypothetical protein
DDJNIECG_03663	CDS	675				hypothetical protein
DDJNIECG_03664	CDS	684				hypothetical protein
DDJNIECG_03665	CDS	1032				hypothetical protein
DDJNIECG_03666	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
DDJNIECG_03667	CDS	741	ywmB			putative protein YwmB
DDJNIECG_03668	CDS	231				hypothetical protein
DDJNIECG_03669	CDS	474				hypothetical protein
DDJNIECG_03670	CDS	399	atpC		COG0355	ATP synthase epsilon chain
DDJNIECG_03671	CDS	1422	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
DDJNIECG_03672	CDS	864	atpG		COG0224	ATP synthase gamma chain
DDJNIECG_03673	CDS	1509	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
DDJNIECG_03674	CDS	546	atpH		COG0712	ATP synthase subunit delta
DDJNIECG_03675	CDS	513	atpF		COG0711	ATP synthase subunit b
DDJNIECG_03676	CDS	213	atpE		COG0636	ATP synthase subunit c
DDJNIECG_03677	CDS	735	atpB		COG0356	ATP synthase subunit a
DDJNIECG_03678	CDS	384				hypothetical protein
DDJNIECG_03679	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
DDJNIECG_03680	CDS	1248	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
DDJNIECG_03681	CDS	543				hypothetical protein
DDJNIECG_03682	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
DDJNIECG_03683	CDS	453	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
DDJNIECG_03684	CDS	558	mntP_2		COG1971	putative manganese efflux pump MntP
DDJNIECG_03685	CDS	1041	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DDJNIECG_03686	CDS	444				hypothetical protein
DDJNIECG_03687	CDS	675				hypothetical protein
DDJNIECG_03688	CDS	363				hypothetical protein
DDJNIECG_03689	CDS	288				hypothetical protein
DDJNIECG_03690	CDS	867	prmC	2.1.1.297		Release factor glutamine methyltransferase
DDJNIECG_03691	CDS	1071	prfA		COG0216	Peptide chain release factor 1
DDJNIECG_03692	CDS	387				hypothetical protein
DDJNIECG_03693	CDS	555	racA			Chromosome-anchoring protein RacA
DDJNIECG_03694	CDS	960				hypothetical protein
DDJNIECG_03695	CDS	1698	maeA_2	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
DDJNIECG_03696	CDS	588	tdk	2.7.1.21	COG1435	Thymidine kinase
DDJNIECG_03697	CDS	201	rpmE		COG0254	50S ribosomal protein L31
DDJNIECG_03698	CDS	1284	rho	3.6.4.-	COG1158	Transcription termination factor Rho
DDJNIECG_03699	CDS	966	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
DDJNIECG_03700	CDS	1290	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
DDJNIECG_03701	CDS	639	tal	2.2.1.2	COG0176	Transaldolase
DDJNIECG_03702	CDS	858	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
DDJNIECG_03703	CDS	375	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
DDJNIECG_03704	CDS	522				hypothetical protein
DDJNIECG_03705	CDS	1608	pyrG	6.3.4.2		CTP synthase
DDJNIECG_03706	CDS	522	rpoE		COG3343	DNA-directed RNA polymerase subunit delta
DDJNIECG_03707	CDS	1140	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DDJNIECG_03708	CDS	2118	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
DDJNIECG_03709	CDS	1197	clsB		COG1502	Minor cardiolipin synthase ClsB
DDJNIECG_03710	CDS	963	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
DDJNIECG_03711	CDS	273				hypothetical protein
DDJNIECG_03712	CDS	525				IS1595 family transposase ISCac2
DDJNIECG_03713	CDS	1728		3.6.3.-		Putative multidrug export ATP-binding/permease protein
DDJNIECG_03714	CDS	1503	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
DDJNIECG_03715	CDS	672	narX	1.7.99.4		Nitrate reductase-like protein NarX
DDJNIECG_03716	CDS	555				hypothetical protein
DDJNIECG_03717	CDS	1464	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
DDJNIECG_03718	CDS	3687	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
DDJNIECG_03719	CDS	477	arfM			putative transcription regulator ArfM
DDJNIECG_03720	CDS	720				hypothetical protein
DDJNIECG_03721	CDS	717	fnr		COG0664	Anaerobic regulatory protein
DDJNIECG_03722	CDS	1188	narT		COG2223	putative nitrate transporter NarT
DDJNIECG_03723	CDS	1671	argS	6.1.1.19		Arginine--tRNA ligase
DDJNIECG_03724	CDS	429	ywiB		COG4506	putative beta-barrel protein YwiB
DDJNIECG_03725	CDS	132	sboA			Subtilosin-A
DDJNIECG_03726	CDS	1347	albA	1.21.98.-	COG0535	Antilisterial bacteriocin subtilosin biosynthesis protein AlbA
DDJNIECG_03727	CDS	162	albB			Antilisterial bacteriocin subtilosin biosynthesis protein AlbB
DDJNIECG_03728	CDS	720	albC			Putative ABC transporter ATP-binding protein AlbC
DDJNIECG_03729	CDS	1311	albD			Antilisterial bacteriocin subtilosin biosynthesis protein AlbD
DDJNIECG_03730	CDS	1185	albE		COG0612	Antilisterial bacteriocin subtilosin biosynthesis protein AlbE
DDJNIECG_03731	CDS	1281	albF	3.4.24.-	COG0612	Putative zinc protease AlbF
DDJNIECG_03732	CDS	702	albG			Antilisterial bacteriocin subtilosin biosynthesis protein AlbG
DDJNIECG_03733	CDS	1377	ywhK_1		COG3391	putative protein YwhK
DDJNIECG_03734	CDS	1356	ywhK_2		COG3391	putative protein YwhK
DDJNIECG_03735	CDS	1146	rapF_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
DDJNIECG_03736	CDS	120	phrF			Phosphatase RapF inhibitor
DDJNIECG_03737	CDS	474				hypothetical protein
DDJNIECG_03738	CDS	873	speB	3.5.3.11	COG0010	Agmatinase
DDJNIECG_03739	CDS	831	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
DDJNIECG_03740	CDS	2076	pbpG		COG0744	Penicillin-binding protein 2D
DDJNIECG_03741	CDS	519				hypothetical protein
DDJNIECG_03742	CDS	660				hypothetical protein
DDJNIECG_03743	CDS	189	ywhB	5.3.2.6	COG1942	2-hydroxymuconate tautomerase
DDJNIECG_03744	CDS	420	yusO_3			putative HTH-type transcriptional regulator YusO
DDJNIECG_03745	CDS	1917	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
DDJNIECG_03746	CDS	156				hypothetical protein
DDJNIECG_03747	CDS	1401	stp			Multidrug resistance protein Stp
DDJNIECG_03748	CDS	471				hypothetical protein
DDJNIECG_03749	CDS	501				hypothetical protein
DDJNIECG_03750	CDS	1302				hypothetical protein
DDJNIECG_03751	CDS	225				hypothetical protein
DDJNIECG_03752	CDS	777	rsfA_2			Prespore-specific transcriptional regulator RsfA
DDJNIECG_03753	CDS	891				hypothetical protein
DDJNIECG_03754	CDS	846	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
DDJNIECG_03755	CDS	900	cysL_2		COG0583	HTH-type transcriptional regulator CysL
DDJNIECG_03756	CDS	972	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
DDJNIECG_03757	CDS	765		1.11.1.-	COG3253	Putative heme-dependent peroxidase
DDJNIECG_03758	CDS	780	bacG	1.3.1.-	COG1028	NADPH-dependent reductase BacG
DDJNIECG_03759	CDS	1200	bacF_2	2.6.1.-	COG0436	Transaminase BacF
DDJNIECG_03760	CDS	1185	bacE			Putative bacilysin exporter BacE
DDJNIECG_03761	CDS	1419	bacD	6.3.2.49	COG0439	Alanine--anticapsin ligase
DDJNIECG_03762	CDS	762	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
DDJNIECG_03763	CDS	708	bacB	5.3.3.19		H2HPP isomerase
DDJNIECG_03764	CDS	615	bacA	4.1.1.100		Prephenate decarboxylase
DDJNIECG_03765	CDS	1239	pbuE_5		COG2814	Purine efflux pump PbuE
DDJNIECG_03766	CDS	1359	rocC_2		COG0833	Amino-acid permease RocC
DDJNIECG_03767	CDS	1701	rocB_2		COG4187	Protein RocB
DDJNIECG_03768	CDS	1548	rocA	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase
DDJNIECG_03769	CDS	1275	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
DDJNIECG_03770	CDS	465	yweA			putative protein YweA
DDJNIECG_03771	CDS	456	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
